species,node,fcv,FCS,ProfileCorrDistFCV,ObservedNetTE,NeighborNetTE,n_recordings,level,window_config,root_area_id,normalization,node_class,cell_class,fcv_z,rank_high_to_low,percentile,global_rank_high_to_low,global_percentile,class_order,class_label,class_short,fine_class,analysis_note,shared_fine_order,shared_fine_label
C. elegans,AWBR,-0.6363961913476046,0.1347073234239444,0.824913654416557,-0.1243646032434238,0.1735990757885495,10,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.8208715844920681,93,0.23333333333333334,177,0.2542372881355932,0,sensory input,sensory input,chemosensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",0,olfactory / chemosensory
Zebrafish,rHi,-0.6402303175596806,0.4802021213648879,-0.3252150893679109,-2.036785701406412,-0.0239647973959743,4,root_area_from_louvain_communities,baseline_highpass,53.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.6351545896449853,35,0.30612244897959184,178,0.25,4,state-dependent / modulatory,state-dependent / modulatory,hypothalamic / preoptic state,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",6,state-dependent / modulatory
C. elegans,IL2VR,-0.6781661036004579,-0.2660905030024747,1.0389065368547723,-0.4330578645958198,-0.1755033739079866,13,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.8741074261919737,94,0.225,179,0.2457627118644068,0,sensory input,sensory input,mechanosensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
Zebrafish,rNX,-0.681728603207709,-0.1019511040394793,-0.8743774648726413,0.0473967579576862,0.437342767334591,7,root_area_from_louvain_communities,baseline_highpass,71.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.6841565370629128,36,0.2857142857142857,180,0.24152542372881355,1,sensorimotor output,sensorimotor output,other zebrafish region,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
Drosophila,GA_L,-0.6970882717337179,-1.455505093008017,0.8134700364020422,-0.4888050492318666,0.4478003356715341,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.9125854096723794,51,0.2537313432835821,181,0.23728813559322035,2,integrative relay,integrative relay,other fly brain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Drosophila,GOR_R,-0.7186312393272565,-0.2847787184945796,0.6420929997983454,-0.6824648273626439,0.0479342446957832,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.9415631165685883,52,0.23880597014925373,182,0.2330508474576271,2,integrative relay,integrative relay,other fly brain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
C. elegans,AIYL,-0.7231062055225451,-0.3847643188607111,0.6696625427354942,-0.7700563156186179,1.0148094122713822,3,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-0.9313836813447105,95,0.21666666666666667,183,0.2288135593220339,3,associative / learning,associative / learning,associative interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",5,associative / learning
Zebrafish,aRF,-0.7382410278184425,-0.0171864170684237,0.1976514500153633,-1.211750434447492,-0.0411129051053701,6,root_area_from_louvain_communities,baseline_highpass,12.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.750887458979113,37,0.2653061224489796,184,0.2245762711864407,1,sensorimotor output,sensorimotor output,hindbrain/reticular,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
Drosophila,AMMC_R,-0.7424911355147734,-0.6534020670716861,0.5899064739144737,-0.521428437043516,-0.0542012739934699,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.9736573522069136,53,0.22388059701492538,185,0.22033898305084745,2,integrative relay,integrative relay,other fly brain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
C. elegans,IL2DR,-0.7607315312840984,-0.3987117614640131,1.2195192438472982,-0.2506449278963979,0.1981831149697668,16,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.9793372387767734,96,0.20833333333333334,186,0.21610169491525424,0,sensory input,sensory input,mechanosensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
Drosophila,ME_R,-0.7648873512860052,-1.4114313870504875,1.3194612248799131,-0.3460615246924839,-0.2878382242980065,19,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-1.0037827735716869,54,0.208955223880597,187,0.211864406779661,0,sensory input,sensory input,visual / optic,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",1,visual / optic
C. elegans,RMDVR,-0.7670583706691313,0.1341848085249258,0.2773348549927065,-0.2224651308388231,0.550617673967191,14,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Motorneuron,-0.9874008089830845,97,0.2,188,0.2076271186440678,1,sensorimotor output,sensorimotor output,head motor / command,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
Zebrafish,rHR,-0.7700596972069316,0.4025940218679896,-0.1266138055461456,-1.792808698802817,0.3474331534053516,2,root_area_from_louvain_communities,baseline_highpass,54.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.7884595355103573,38,0.24489795918367346,189,0.2033898305084746,4,state-dependent / modulatory,state-dependent / modulatory,hypothalamic / preoptic state,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",6,state-dependent / modulatory
Zebrafish,Cb,-0.7744984944292899,-0.3216913377930852,0.830343611352203,0.0315523191400319,-0.1610510520030609,7,root_area_from_louvain_communities,baseline_highpass,1.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.7937009498168102,39,0.22448979591836735,190,0.19915254237288135,1,sensorimotor output,sensorimotor output,cerebellar,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
C. elegans,RMDDR,-0.8006551887531449,-0.2833116114827634,0.2447890782102875,-0.418523782274835,0.1388757923056228,12,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Motorneuron,-1.0302200248414777,98,0.19166666666666668,191,0.19491525423728814,1,sensorimotor output,sensorimotor output,head motor / command,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
Drosophila,GA_R,-0.8298630944530727,-1.3860784028171542,1.1359826717389587,-0.4687430717204863,-0.2031270985131492,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-1.0911824334692095,55,0.19402985074626866,192,0.1906779661016949,2,integrative relay,integrative relay,other fly brain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Drosophila,WED_R,-0.8475651159819618,-1.1448089595846451,1.0801405570772205,-0.1765841106735634,0.955708252967689,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-1.1149936372463707,56,0.1791044776119403,193,0.1864406779661017,2,integrative relay,integrative relay,visual-association protocerebrum,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Drosophila,LB_R,-0.8540710872409468,-1.3995664400345171,0.9809629415526524,-0.1275837001608709,0.3753891900740871,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-1.1237448980649858,57,0.16417910447761194,194,0.18220338983050846,2,integrative relay,integrative relay,other fly brain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Drosophila,LO_R,-0.8641622978631396,-1.605854958533527,1.4798171484857876,-0.0721479997783866,0.8974207883743813,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-1.1373187078183604,58,0.14925373134328357,195,0.17796610169491525,0,sensory input,sensory input,visual / optic,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",1,visual / optic
C. elegans,FLPL,-0.8676020066572243,0.1382852747439371,0.6936493459073346,-0.1672576331473153,-0.4090390455859898,16,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-1.1155438861577178,99,0.18333333333333332,196,0.17372881355932204,0,sensory input,sensory input,mechanosensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
Drosophila,GOR_L,-0.8703132998880749,-0.4474607538628636,0.8289133992028714,-0.5678400334752589,0.3543316477483756,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-1.1455924952166214,59,0.13432835820895522,197,0.1694915254237288,2,integrative relay,integrative relay,other fly brain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Zebrafish,NX,-0.8721692560180728,0.1842231507954096,-0.833110813603548,0.3964618978901654,0.1765584737688672,6,root_area_from_louvain_communities,baseline_highpass,35.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.9090324014395561,40,0.20408163265306123,198,0.1652542372881356,1,sensorimotor output,sensorimotor output,other zebrafish region,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
Drosophila,EPA_R,-0.8769280731410657,-0.6732660743015588,0.840298689085242,-0.3969527944410985,0.1687483145317485,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-1.154490106916485,60,0.11940298507462686,199,0.16101694915254236,2,integrative relay,integrative relay,lateral/inferior protocerebrum,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
C. elegans,AIZL,-0.8887195903046528,0.3246659599590268,0.7344502148481464,-0.3610583444712801,0.0131369852524128,15,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-1.1424582912762542,100,0.175,200,0.15677966101694915,3,associative / learning,associative / learning,associative interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",5,associative / learning
C. elegans,RIAR,-0.8979664995613836,-0.2042021415363777,0.6938821199794281,-0.3069245662873844,0.0146764237298133,8,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-1.1542434967232944,101,0.16666666666666666,201,0.15254237288135594,3,associative / learning,associative / learning,associative interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",5,associative / learning
C. elegans,RICR,-0.9065410867481412,-0.6853163565381463,0.5306569612933691,-0.5169490997300102,-0.3264879453077185,10,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-1.1651718262671298,102,0.15833333333333333,202,0.1483050847457627,4,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",6,state-dependent / modulatory
Drosophila,LB_L,-0.9305241880519258,-1.2831822451156012,0.9934164165423444,-0.1623322034649758,-0.2370977726138889,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-1.2265828908803922,61,0.1044776119402985,203,0.1440677966101695,2,integrative relay,integrative relay,other fly brain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Zebrafish,rMON,-0.9538576121828324,-1.4014446503545883,0.3869149264183935,-0.5538868429862396,-0.7991835466269313,7,root_area_from_louvain_communities,baseline_highpass,36.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-1.0054915315200939,41,0.1836734693877551,204,0.13983050847457626,1,sensorimotor output,sensorimotor output,hindbrain/reticular,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
C. elegans,ADEL,-0.9583976106838344,-0.064911602300625,1.018040673597253,-0.2176332887962328,0.4942254083235189,15,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-1.2312630759359473,103,0.15,205,0.13559322033898305,0,sensory input,sensory input,other sensory neuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
Zebrafish,MON,-0.9627681697348036,-1.7351753964823595,0.3694731403072712,-0.4251937509146928,-0.7011211389533003,7,root_area_from_louvain_communities,baseline_highpass,0.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-1.0160132835830458,42,0.16326530612244897,206,0.13135593220338984,1,sensorimotor output,sensorimotor output,hindbrain/reticular,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
Zebrafish,imRF,-0.9685225816547106,0.4502385234738639,-0.79613948408391,-0.1220259670086189,0.3102170085430512,6,root_area_from_louvain_communities,baseline_highpass,13.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-1.022808200190252,43,0.14285714285714285,207,0.1271186440677966,1,sensorimotor output,sensorimotor output,hindbrain/reticular,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
C. elegans,URAVR,-0.976791306592615,-0.7415949321296799,1.4611258695451457,-0.6063299102413139,1.4473652790233416,2,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Motorneuron,-1.2547058803581461,104,0.14166666666666666,208,0.1228813559322034,1,sensorimotor output,sensorimotor output,other motor neuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
Zebrafish,TS,-0.9896929803639212,-1.8510866396045784,2.0681583286181064,-0.3999533667969784,-2.396216924428879,4,root_area_from_louvain_communities,baseline_highpass,32.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-1.0478066006823596,44,0.12244897959183673,209,0.11864406779661017,0,sensory input,sensory input,optic tectum / midbrain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",1,visual / optic
Zebrafish,rimRF,-1.0095435921971287,1.2704261037003104,-1.5635353644084269,-0.311949762068345,0.0786296088382009,6,root_area_from_louvain_communities,baseline_highpass,49.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-1.071246572287807,45,0.10204081632653061,210,0.11440677966101695,1,sensorimotor output,sensorimotor output,hindbrain/reticular,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
C. elegans,AVJL,-1.0180439962076575,-0.2467661733730889,0.2291898468137942,-0.5293537245202772,0.1977996850480728,17,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-1.3072825207098797,105,0.13333333333333333,211,0.11016949152542373,2,integrative relay,integrative relay,other interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Zebrafish,raRF,-1.0317712216390986,0.8282758720214032,-0.6453702041917926,-1.5168615395029186,-0.0126012890315443,4,root_area_from_louvain_communities,baseline_highpass,48.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-1.0974933704899956,46,0.08163265306122448,212,0.1059322033898305,1,sensorimotor output,sensorimotor output,hindbrain/reticular,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
C. elegans,CEPDR,-1.0329413187362904,-0.1834858555720446,-0.0097271859197868,-0.3163056572459141,0.2491747878467987,17,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-1.326269189848323,106,0.125,213,0.1016949152542373,0,sensory input,sensory input,mechanosensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
Zebrafish,HR,-1.03576077797611,0.6389856530148643,-0.234883513687185,-2.7506611486156585,0.4020674950492277,2,root_area_from_louvain_communities,baseline_highpass,18.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-1.1022043128047025,47,0.061224489795918366,214,0.09745762711864407,4,state-dependent / modulatory,state-dependent / modulatory,hypothalamic / preoptic state,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",6,state-dependent / modulatory
C. elegans,URAVL,-1.038814546608589,-0.5958984517947064,0.738506854856855,-0.3536720152933084,0.335205808129258,7,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Motorneuron,-1.3337546312201995,107,0.11666666666666667,215,0.09322033898305085,1,sensorimotor output,sensorimotor output,other motor neuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
C. elegans,IL2DL,-1.0430143798119822,-0.2641170217931796,1.2194933257406817,-0.2221483832240097,-0.5712793281285181,16,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-1.3391073275397034,108,0.10833333333333334,216,0.08898305084745763,0,sensory input,sensory input,mechanosensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
Drosophila,EPA_L,-1.074794799671396,-0.6412792572027193,0.6144364258082898,-0.3124092969239042,0.3154918546161608,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-1.4206430397012857,62,0.08955223880597014,217,0.0847457627118644,2,integrative relay,integrative relay,lateral/inferior protocerebrum,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
C. elegans,ADAR,-1.1131455752456976,0.2141654556094629,1.919578850130052,-0.6793580447065811,-1.3522503345743968,1,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-1.4284896847669293,109,0.1,218,0.08050847457627118,2,integrative relay,integrative relay,other interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
C. elegans,AVDL,-1.1411473796480909,-0.3613369340307018,0.2713603274793815,-0.2781965105920073,-0.6666910126268065,16,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-1.4641780438291558,110,0.09166666666666666,219,0.07627118644067797,1,sensorimotor output,sensorimotor output,locomotor command interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
Drosophila,LO_L,-1.1564613328771702,-1.60018297146009,1.4644613597135332,-0.1371285850612541,1.11783077229663,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-1.5304936836383922,63,0.07462686567164178,220,0.07203389830508475,0,sensory input,sensory input,visual / optic,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",1,visual / optic
C. elegans,RMGL,-1.184630788789381,-0.6077008932256337,1.020797357844083,-0.4445390631910209,0.5383939646302275,6,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-1.5195977409452257,111,0.08333333333333333,221,0.06779661016949153,4,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",6,state-dependent / modulatory
