species,node,class_order,class_label,EdgeStdFCV,PostDCA,PreDCA,Modularity,LogOutIn,sc_profile_cluster,cluster_order
Zebrafish,rP,5,associative / learning,1.20996313102121,0.0080757533219854,-0.013642830080509,0.76833812589439,1.5490632107525393,6,42.0
Zebrafish,rPO,6,state-dependent / modulatory,1.1426701916822375,0.0070529594856643,0.0046818224179236,0.6639069561596829,0.5199436880228233,5,32.0
Zebrafish,rPT,1,visual / optic,0.4854858813158165,-0.0084392741875102,-0.0037576967997051,0.6193618532705187,-0.5727203673232523,2,12.0
Zebrafish,rPrT,1,visual / optic,0.3137153938364703,-0.0216094635117028,-0.0026606227177656,0.6663224795431517,-0.2046707826506533,2,18.0
Zebrafish,rRa,6,state-dependent / modulatory,0.0866150073912584,-0.0211549087893076,0.0068755186556744,0.6943775967652771,-1.0655495386408071,1,11.0
Zebrafish,rSP,5,associative / learning,1.4928846288262072,0.0054258424041367,-0.0011009116525225,0.6258488706517626,2.38182936226196,6,36.0
Zebrafish,rT,4,integrative relay,0.2180552048933446,-0.0210318039375545,-0.0020229855301571,0.5530475198212054,0.7519577030495472,5,28.0
Zebrafish,rTS,1,visual / optic,-0.8017729006113566,-0.0114810305984705,-0.0113108880837547,0.831807735049361,0.9238781083800044,5,30.0
Zebrafish,rTeO,1,visual / optic,0.3081162353249245,-0.0216086515834824,-0.0038771285446552,0.7224238879846772,-0.704335050988257,2,13.0
Zebrafish,rTh,4,integrative relay,0.8096887284547688,-0.0115055089491851,-0.0020038223099009,0.6225048321583986,-0.3059625896060129,2,22.0
Zebrafish,raRF,3,sensorimotor output,-0.7289718585622156,-0.0216037993306025,-0.0058480171922807,0.7004313567562173,0.3083660420474913,4,26.0
Zebrafish,rimRF,3,sensorimotor output,-0.5382653082167831,-0.0248755775793752,0.0021466553657899,0.5238171461861011,-0.3674004674514146,2,15.0
Zebrafish,rpRF,3,sensorimotor output,0.1048085844003784,-0.0083056579273384,0.0083231122034311,0.4936365165610577,-1.614842908645004,1,3.0
